Datetime;Area of dayzone / m2;Area of nightzone / m2;Q heating system building / W;TSensor of dayzone / K;TSensor of nightzone / K
56400;64.0;64.0;0.0;290.091766357;290.822509766
57000;64.0;64.0;0.0;290.080932617;290.797454834
57600;64.0;64.0;0.0;290.070404053;290.772796631
58200;64.0;64.0;0.0;290.060119629;290.748474121
58800;64.0;64.0;0.0;290.050048828;290.724456787
59400;64.0;64.0;0.0;290.04006958;290.700683594
60000;64.0;64.0;0.0;290.030212402;290.677124023
60600;64.0;64.0;0.0;290.020446777;290.653839111
61200;64.0;64.0;9673.63964844;290.010772705;290.630737305
61800;64.0;64.0;10636.1728516;291.374389648;291.141021729
62400;64.0;64.0;10598.3125;292.161224365;291.141296387
63000;64.0;64.0;10594.7236328;292.606842041;291.141326904
63600;64.0;64.0;10597.4755859;292.879882812;291.141296387
64200;64.0;64.0;10603.7636719;293.068115234;291.141265869
64800;64.0;64.0;10615.6376953;293.248535156;291.141174316
65400;64.0;64.0;10623.7636719;293.33581543;291.141113281
66000;64.0;64.0;10636.3017578;293.444671631;291.141021729
66600;64.0;64.0;10649.9736328;293.544891357;291.140930176
67200;64.0;64.0;10664.5058594;293.639099121;291.140808105
67800;64.0;64.0;10679.6992188;293.728851318;291.140716553
68400;64.0;64.0;10695.4082031;293.815032959;291.140594482
69000;64.0;64.0;10711.5458984;293.898345947;291.140472412
69600;64.0;64.0;10728.0429688;293.979278564;291.140350342
70200;64.0;64.0;10219.6943359;294.082427979;291.140136719
70800;64.0;64.0;10117.5546875;294.085754395;291.140106201
71400;64.0;64.0;9848.54589844;294.087860107;291.139984131
72000;64.0;64.0;9602.89355469;294.089782715;291.139862061
72600;64.0;64.0;9376.17480469;294.091552734;291.13973999
73200;64.0;64.0;9165.06542969;294.093231201;291.13961792
73800;64.0;64.0;8967.515625;294.094787598;291.13949585
74400;64.0;64.0;8782.03222656;294.096252441;291.139373779
75000;64.0;64.0;8607.42382812;294.09765625;291.139282227
75600;64.0;64.0;8442.99023438;294.098968506;291.139160156
76200;64.0;64.0;8288.05175781;294.100219727;291.139038086
76800;64.0;64.0;8141.52441406;294.101409912;291.138916016
77400;64.0;64.0;8002.69189453;294.102539062;291.138793945
78000;64.0;64.0;7870.97509766;294.103637695;291.138702393
78600;64.0;64.0;7745.8515625;294.104675293;291.138580322
79200;64.0;64.0;8781.28515625;294.105651855;291.138458252
79800;64.0;64.0;9935.66113281;293.241882324;292.316070557
80400;64.0;64.0;9935.66113281;292.761993408;293.046020508
81000;64.0;64.0;6392.05712891;292.459197998;293.103149414
81600;64.0;64.0;6082.67089844;292.244934082;293.105438232
82200;64.0;64.0;5836.95214844;292.079803467;293.10723877
82800;64.0;64.0;5635.82617188;291.950500488;293.108703613
83400;64.0;64.0;5467.83789062;291.847473145;293.109924316
84000;64.0;64.0;5325.36181641;291.764312744;293.110961914
84600;64.0;64.0;5202.71777344;291.695770264;293.111877441
85200;64.0;64.0;5095.87207031;291.637908936;293.112670898
85800;64.0;64.0;5001.86279297;291.587890625;293.113342285
86400;64.0;64.0;4918.43408203;291.543670654;293.113952637
87000;64.0;64.0;4843.98046875;291.503662109;293.114501953
87600;64.0;64.0;4777.17626953;291.466766357;293.114990234
88200;64.0;64.0;4716.6015625;291.432220459;293.115447998
88800;64.0;64.0;4661.00830078;291.399414062;293.115844727
89400;64.0;64.0;4609.3359375;291.367980957;293.116210938
90000;64.0;64.0;4560.67431641;291.33770752;293.116577148
90600;64.0;64.0;4514.63330078;291.308410645;293.116912842
91200;64.0;64.0;4471.15429688;291.279907227;293.117248535
91800;64.0;64.0;4429.79199219;291.25213623;293.117553711
92400;64.0;64.0;4390.04003906;291.224975586;293.117828369
93000;64.0;64.0;4351.36035156;291.198425293;293.118103027
93600;64.0;64.0;4313.19775391;291.172546387;293.118408203
94200;64.0;64.0;4412.82861328;291.148986816;293.118682861
94800;64.0;64.0;4440.65380859;291.148498535;293.11895752
95400;64.0;64.0;4452.57177734;291.148162842;293.11920166
96000;64.0;64.0;4462.38232422;291.147827148;293.119476318
96600;64.0;64.0;4471.34228516;291.147491455;293.119720459
97200;64.0;64.0;4480.56884766;291.147186279;293.1199646
97800;64.0;64.0;4491.00341797;291.146881104;293.12020874
98400;64.0;64.0;4502.74169922;291.146606445;293.120422363
99000;64.0;64.0;4515.35058594;291.14630127;293.120605469
99600;64.0;64.0;4528.31835938;291.146026611;293.120788574
100200;64.0;64.0;4541.09228516;291.145751953;293.12097168
100800;64.0;64.0;4552.99511719;291.145477295;293.121154785
101400;64.0;64.0;4564.82421875;291.145233154;293.121307373
102000;64.0;64.0;4577.81591797;291.144958496;293.121490479
102600;64.0;64.0;4592.14355469;291.144714355;293.121643066
103200;64.0;64.0;4607.72363281;291.144439697;293.121795654
103800;64.0;64.0;4623.15429688;291.144195557;293.121917725
104400;64.0;64.0;4638.04248047;291.143951416;293.122039795
105000;64.0;64.0;4652.27246094;291.143737793;293.122192383
105600;64.0;64.0;4666.01855469;291.143493652;293.122314453
106200;64.0;64.0;4679.38867188;291.143280029;293.122436523
106800;64.0;64.0;4692.49658203;291.143066406;293.122558594
107400;64.0;64.0;4705.51806641;291.142852783;293.122650146
108000;64.0;64.0;4718.70898438;291.14263916;293.122772217
108600;64.0;64.0;4731.63916016;291.142456055;293.122894287
109200;64.0;64.0;4743.38623047;291.142242432;293.12298584
109800;64.0;64.0;4753.94628906;291.142059326;293.12310791
110400;64.0;64.0;4763.64892578;291.141876221;293.123199463
111000;64.0;64.0;4773.23339844;291.141723633;293.123321533
111600;64.0;64.0;2391.95751953;291.141540527;293.123413086
112200;64.0;64.0;0.0;291.019439697;292.595733643
112800;64.0;64.0;0.0;290.931091309;292.243164062
113400;64.0;64.0;0.0;290.865142822;291.978088379
114000;64.0;64.0;0.0;290.813873291;291.773986816
114600;64.0;64.0;0.0;290.772613525;291.61907959
115200;64.0;64.0;0.0;290.738555908;291.499053955
115800;64.0;64.0;0.0;290.70980835;291.403259277
116400;64.0;64.0;0.0;290.68536377;291.324890137
117000;64.0;64.0;0.0;290.664886475;291.259887695
117600;64.0;64.0;0.0;290.648101807;291.205596924
118200;64.0;64.0;0.0;290.635070801;291.160491943
118800;64.0;64.0;0.0;290.62411499;291.121673584
119400;64.0;64.0;0.0;290.61239624;291.08480835
120000;64.0;64.0;0.0;290.600708008;291.050079346
120600;64.0;64.0;0.0;290.589141846;291.017303467
121200;64.0;64.0;0.0;290.577575684;290.98614502
121800;64.0;64.0;0.0;290.565704346;290.955932617
122400;64.0;64.0;0.0;290.55380249;290.9269104
123000;64.0;64.0;0.0;290.541992188;290.899047852
123600;64.0;64.0;0.0;290.530426025;290.872406006
124200;64.0;64.0;0.0;290.519226074;290.846923828
124800;64.0;64.0;0.0;290.508361816;290.822479248
125400;64.0;64.0;0.0;290.497680664;290.798797607
126000;64.0;64.0;0.0;290.486938477;290.775482178
126600;64.0;64.0;0.0;290.475952148;290.752227783
127200;64.0;64.0;0.0;290.464538574;290.728759766
127800;64.0;64.0;0.0;290.452697754;290.70501709
128400;64.0;64.0;0.0;290.440368652;290.680877686
129000;64.0;64.0;0.0;290.42767334;290.656402588
129600;64.0;64.0;0.0;290.414611816;290.631591797
130200;64.0;64.0;0.0;290.401306152;290.60647583
130800;64.0;64.0;0.0;290.38772583;290.581085205
131400;64.0;64.0;0.0;290.373840332;290.555328369
132000;64.0;64.0;0.0;290.359710693;290.529205322
132600;64.0;64.0;0.0;290.345397949;290.502807617
133200;64.0;64.0;0.0;290.3309021;290.476165771
133800;64.0;64.0;0.0;290.316314697;290.449310303
134400;64.0;64.0;0.0;290.301696777;290.422363281
135000;64.0;64.0;0.0;290.287139893;290.395324707
135600;64.0;64.0;0.0;290.272583008;290.368255615
136200;64.0;64.0;0.0;290.258026123;290.341064453
136800;64.0;64.0;0.0;290.243408203;290.313690186
137400;64.0;64.0;0.0;290.228515625;290.285980225
138000;64.0;64.0;0.0;290.213226318;290.257720947
138600;64.0;64.0;0.0;290.19744873;290.228851318
139200;64.0;64.0;0.0;290.181121826;290.199310303
139800;64.0;64.0;0.0;290.164215088;290.1690979
140400;64.0;64.0;0.0;290.146759033;290.138244629
141000;64.0;64.0;0.0;290.12890625;290.106903076
141600;64.0;64.0;0.0;290.110870361;290.07522583
142200;64.0;64.0;0.0;290.092803955;290.043457031
142800;64.0;64.0;0.0;290.074859619;290.011749268
143400;64.0;64.0;0.0;290.057159424;289.980285645
144000;64.0;64.0;0.0;290.039764404;289.949157715
144600;64.0;64.0;0.0;290.022613525;289.918334961
145200;64.0;64.0;0.0;290.005554199;289.887695312
145800;64.0;64.0;0.0;289.988586426;289.85723877
146400;64.0;64.0;0.0;289.97164917;289.826965332
147000;64.0;64.0;0.0;289.954742432;289.796844482
147600;64.0;64.0;9673.63964844;289.937927246;289.766967773
148200;64.0;64.0;14900.3115234;291.304107666;291.109771729
148800;64.0;64.0;12682.921875;292.106933594;291.126037598
149400;64.0;64.0;12563.2011719;292.561248779;291.12689209
150000;64.0;64.0;12481.6259766;292.836547852;291.127502441
150600;64.0;64.0;12421.7421875;293.023101807;291.127929688
151200;64.0;64.0;12377.4316406;293.164703369;291.128265381
151800;64.0;64.0;12344.5732422;293.282196045;291.128509521
152400;64.0;64.0;12320.1289062;293.385559082;291.128692627
153000;64.0;64.0;12301.9755859;293.480041504;291.128814697
153600;64.0;64.0;12288.6230469;293.568389893;291.12890625
154200;64.0;64.0;12279.0048828;293.65222168;291.128997803
154800;64.0;64.0;12272.359375;293.732452393;291.12902832
155400;64.0;64.0;12267.6455078;293.809844971;291.129058838
156000;64.0;64.0;12263.8798828;293.88494873;291.129089355
156600;64.0;64.0;12260.859375;293.958190918;291.129119873
157200;64.0;64.0;12258.5371094;294.029815674;291.129150391
157800;64.0;64.0;11794.4980469;294.084411621;291.129150391
158400;64.0;64.0;11525.0195312;294.086395264;291.129150391
159000;64.0;64.0;11279.484375;294.088195801;291.129150391
159600;64.0;64.0;11053.6679688;294.08984375;291.129150391
160200;64.0;64.0;10844.5566406;294.091400146;291.129119873
160800;64.0;64.0;10649.8408203;294.092834473;291.129119873
161400;64.0;64.0;10467.6923828;294.094207764;291.129089355
162000;64.0;64.0;10296.6914062;294.095489502;291.129058838
162600;64.0;64.0;10135.6064453;294.096679688;291.12902832
163200;64.0;64.0;9983.31738281;294.097839355;291.128997803
163800;64.0;64.0;9838.95800781;294.098937988;291.128967285
164400;64.0;64.0;9701.79101562;294.099975586;291.128936768
165000;64.0;64.0;9571.22949219;294.100982666;291.128875732
165600;64.0;64.0;9691.24414062;294.101928711;291.128845215
166200;64.0;64.0;9935.66113281;293.174591064;292.111816406
166800;64.0;64.0;9935.66113281;292.656158447;292.713653564
167400;64.0;64.0;8397.92382812;292.322540283;293.088470459
168000;64.0;64.0;7694.17138672;292.077667236;293.09362793
168600;64.0;64.0;7391.16601562;291.889892578;293.095825195
169200;64.0;64.0;7143.92578125;291.744354248;293.09765625
169800;64.0;64.0;6934.66210938;291.630310059;293.099182129
170400;64.0;64.0;6751.25488281;291.539581299;293.100524902
171000;64.0;64.0;6587.52929688;291.466003418;293.101715088
171600;64.0;64.0;6440.04199219;291.405059814;293.102813721
172200;64.0;64.0;6307.10839844;291.353271484;293.103790283
172800;64.0;64.0;6188.3203125;291.307922363;293.104644775
173400;64.0;64.0;6081.71484375;291.266876221;293.105438232
174000;64.0;64.0;5983.59179688;291.229003906;293.106140137
174600;64.0;64.0;5892.45458984;291.193572998;293.106811523
175200;64.0;64.0;5807.19775391;291.159973145;293.107452393
175800;64.0;64.0;5961.48876953;291.148284912;293.108032227
176400;64.0;64.0;5951.53662109;291.147796631;293.108581543
177000;64.0;64.0;5940.69873047;291.147369385;293.109100342
177600;64.0;64.0;5931.04980469;291.146942139;293.109619141
178200;64.0;64.0;5922.54638672;291.146514893;293.110076904
178800;64.0;64.0;5914.67236328;291.146148682;293.11050415
179400;64.0;64.0;5906.71386719;291.145782471;293.110931396
180000;64.0;64.0;5897.88037109;291.145446777;293.111358643
180600;64.0;64.0;5888.33007812;291.145111084;293.111755371
181200;64.0;64.0;5878.671875;291.144775391;293.1121521
181800;64.0;64.0;5868.54882812;291.144470215;293.112518311
182400;64.0;64.0;5857.68798828;291.144195557;293.112884521
183000;64.0;64.0;5845.93896484;291.143920898;293.113250732
183600;64.0;64.0;5833.31689453;291.14364624;293.113586426
184200;64.0;64.0;5821.06494141;291.1434021;293.113922119
184800;64.0;64.0;5810.31347656;291.143157959;293.114257812
185400;64.0;64.0;5801.18310547;291.142944336;293.114562988
186000;64.0;64.0;5793.33984375;291.142700195;293.114837646
186600;64.0;64.0;5786.87988281;291.142456055;293.115142822
187200;64.0;64.0;5780.47265625;291.142242432;293.11541748
187800;64.0;64.0;5772.58349609;291.141998291;293.115692139
188400;64.0;64.0;5763.18359375;291.141784668;293.115966797
189000;64.0;64.0;5752.67773438;291.141601562;293.116241455
189600;64.0;64.0;5741.77148438;291.141418457;293.116516113
190200;64.0;64.0;5731.38623047;291.141204834;293.116790771
190800;64.0;64.0;5722.58789062;291.141021729;293.117034912
191400;64.0;64.0;5716.54003906;291.140838623;293.117279053
192000;64.0;64.0;5713.2890625;291.140655518;293.117492676
192600;64.0;64.0;5712.02197266;291.140472412;293.117675781
193200;64.0;64.0;5711.76660156;291.140289307;293.117858887
193800;64.0;64.0;5711.46191406;291.140106201;293.118041992
194400;64.0;64.0;5709.99511719;291.139923096;293.118225098
195000;64.0;64.0;5706.83691406;291.139770508;293.118408203
195600;64.0;64.0;5702.46533203;291.13961792;293.118591309
196200;64.0;64.0;5697.14746094;291.139465332;293.118774414
196800;64.0;64.0;5691.14453125;291.139343262;293.11895752
197400;64.0;64.0;5684.69970703;291.139221191;293.119140625
198000;64.0;64.0;2838.99658203;291.139099121;293.119293213
198600;64.0;64.0;0.0;290.968902588;292.519165039
199200;64.0;64.0;0.0;290.847259521;292.123138428
199800;64.0;64.0;0.0;290.758270264;291.828094482
200400;64.0;64.0;0.0;290.690612793;291.603851318
201000;64.0;64.0;0.0;290.637908936;291.435333252
201600;64.0;64.0;0.0;290.595733643;291.305633545
202200;64.0;64.0;0.0;290.561248779;291.202697754
202800;64.0;64.0;0.0;290.532928467;291.11907959
203400;64.0;64.0;0.0;290.50994873;291.050231934
204000;64.0;64.0;0.0;290.491699219;290.993133545
204600;64.0;64.0;0.0;290.478149414;290.946350098
205200;64.0;64.0;0.0;290.467498779;290.906829834
205800;64.0;64.0;0.0;290.456298828;290.869598389
206400;64.0;64.0;0.0;290.44519043;290.834747314
207000;64.0;64.0;0.0;290.434051514;290.801818848
207600;64.0;64.0;0.0;290.422729492;290.770477295
208200;64.0;64.0;0.0;290.410827637;290.740020752
208800;64.0;64.0;0.0;290.398864746;290.710845947
209400;64.0;64.0;0.0;290.387054443;290.683044434
210000;64.0;64.0;0.0;290.375457764;290.656494141
210600;64.0;64.0;0.0;290.363983154;290.630950928
211200;64.0;64.0;0.0;290.352539062;290.606109619
211800;64.0;64.0;0.0;290.3409729;290.581665039
212400;64.0;64.0;0.0;290.32925415;290.5574646
213000;64.0;64.0;0.0;290.317443848;290.533416748
213600;64.0;64.0;0.0;290.305541992;290.509552002
214200;64.0;64.0;0.0;290.293609619;290.485809326
214800;64.0;64.0;0.0;290.281616211;290.462219238
215400;64.0;64.0;0.0;290.269592285;290.438751221
216000;64.0;64.0;0.0;290.257476807;290.415344238
216600;64.0;64.0;0.0;290.245300293;290.391967773
217200;64.0;64.0;0.0;290.233062744;290.368652344
217800;64.0;64.0;0.0;290.220825195;290.345428467
218400;64.0;64.0;0.0;290.208648682;290.322265625
219000;64.0;64.0;0.0;290.196472168;290.299163818
219600;64.0;64.0;0.0;290.184326172;290.276123047
220200;64.0;64.0;0.0;290.172210693;290.25302124
220800;64.0;64.0;0.0;290.160064697;290.229919434
221400;64.0;64.0;0.0;290.147888184;290.206726074
222000;64.0;64.0;0.0;290.135650635;290.183410645
222600;64.0;64.0;0.0;290.123260498;290.159790039
223200;64.0;64.0;0.0;290.110656738;290.135864258
223800;64.0;64.0;0.0;290.097717285;290.111450195
224400;64.0;64.0;0.0;290.084289551;290.086364746
225000;64.0;64.0;0.0;290.0703125;290.060516357
225600;64.0;64.0;0.0;290.055603027;290.033782959
226200;64.0;64.0;0.0;290.040039062;290.005950928
226800;64.0;64.0;0.0;290.023620605;289.976989746
227400;64.0;64.0;0.0;290.006469727;289.946990967
228000;64.0;64.0;0.0;289.988677979;289.916107178
228600;64.0;64.0;0.0;289.970458984;289.884643555
229200;64.0;64.0;0.0;289.952148438;289.852935791
229800;64.0;64.0;0.0;289.933868408;289.821258545
230400;64.0;64.0;0.0;289.915802002;289.789764404
231000;64.0;64.0;0.0;289.898101807;289.758758545
231600;64.0;64.0;0.0;289.88079834;289.728240967
232200;64.0;64.0;0.0;289.863922119;289.698303223
232800;64.0;64.0;0.0;289.847381592;289.668914795
233400;64.0;64.0;0.0;289.83114624;289.639984131
234000;64.0;64.0;9673.63964844;289.815063477;289.611450195
234600;64.0;64.0;19347.2792969;291.18145752;290.977783203
235200;64.0;64.0;13089.8779297;291.983673096;291.123046875
235800;64.0;64.0;12933.4111328;292.437438965;291.124206543
236400;64.0;64.0;12824.09375;292.712341309;291.125
237000;64.0;64.0;12741.1113281;292.898712158;291.125610352
237600;64.0;64.0;12676.8818359;293.040222168;291.126068115
238200;64.0;64.0;12626.3007812;293.157775879;291.126434326
238800;64.0;64.0;12585.7822266;293.261383057;291.126739502
239400;64.0;64.0;12552.8789062;293.356292725;291.126983643
240000;64.0;64.0;12525.9345703;293.445281982;291.127166748
240600;64.0;64.0;12503.8583984;293.529846191;291.127349854
241200;64.0;64.0;12485.9736328;293.610900879;291.127471924
241800;64.0;64.0;12471.6337891;293.689117432;291.127563477
242400;64.0;64.0;12460.0351562;293.764862061;291.127655029
243000;64.0;64.0;12450.6494141;293.838500977;291.127716064
243600;64.0;64.0;12443.0498047;293.910369873;291.1277771
244200;64.0;64.0;12436.9238281;293.980621338;291.127838135
244800;64.0;64.0;12432.0263672;294.049499512;291.127868652
245400;64.0;64.0;11910.7255859;294.084838867;291.12789917
246000;64.0;64.0;11656.2734375;294.086669922;291.12789917
246600;64.0;64.0;11424.5595703;294.088378906;291.12789917
247200;64.0;64.0;11211.2919922;294.089935303;291.12789917
247800;64.0;64.0;11012.5791016;294.091400146;291.12789917
248400;64.0;64.0;10824.8125;294.092803955;291.12789917
249000;64.0;64.0;10643.9277344;294.094116211;291.12789917
249600;64.0;64.0;10467.5800781;294.095367432;291.127929688
250200;64.0;64.0;10296.2783203;294.096588135;291.127960205
250800;64.0;64.0;10131.1835938;294.09777832;291.127990723
251400;64.0;64.0;9974.00683594;294.098876953;291.12802124
252000;64.0;64.0;9881.22265625;294.099914551;291.128051758
252600;64.0;64.0;9935.66113281;293.141418457;292.095123291
253200;64.0;64.0;9935.66113281;292.608856201;292.686401367
253800;64.0;64.0;9935.66113281;292.268280029;293.066650391
254400;64.0;64.0;7836.59082031;292.019378662;293.092559814
255000;64.0;64.0;7528.59472656;291.827911377;293.094818115
255600;64.0;64.0;7276.51123047;291.679199219;293.096679688
256200;64.0;64.0;7062.93408203;291.562591553;293.098236084
256800;64.0;64.0;6877.60009766;291.46963501;293.099609375
257400;64.0;64.0;6714.01611328;291.393829346;293.100799561
258000;64.0;64.0;6568.22216797;291.330474854;293.101867676
258600;64.0;64.0;6437.91992188;291.276062012;293.102813721
259200;64.0;64.0;6322.02587891;291.227905273;293.103668213
259800;64.0;64.0;6218.42041016;291.184020996;293.104431152
260400;64.0;64.0;6361.1796875;291.148254395;293.105133057
261000;64.0;64.0;6360.52294922;291.147613525;293.105773926
261600;64.0;64.0;6352.66259766;291.147094727;293.10635376
262200;64.0;64.0;6344.89453125;291.146606445;293.106903076
262800;64.0;64.0;6337.71826172;291.146118164;293.107421875
263400;64.0;64.0;6332.07373047;291.145690918;293.107910156
264000;64.0;64.0;6328.81103516;291.145263672;293.10836792
264600;64.0;64.0;6327.29443359;291.144836426;293.108795166
265200;64.0;64.0;6326.5546875;291.144439697;293.109191895
265800;64.0;64.0;6325.38232422;291.144073486;293.109558105
266400;64.0;64.0;6322.41455078;291.143737793;293.109954834
267000;64.0;64.0;6317.81445312;291.1434021;293.110290527
267600;64.0;64.0;6313.16162109;291.143096924;293.110656738
268200;64.0;64.0;6308.69287109;291.14276123;293.110992432
268800;64.0;64.0;6304.53222656;291.142486572;293.111328125
269400;64.0;64.0;6300.60351562;291.142181396;293.111633301
270000;64.0;64.0;6297.06542969;291.141906738;293.111938477
270600;64.0;64.0;6295.12304688;291.14163208;293.112213135
271200;64.0;64.0;6295.66992188;291.141357422;293.112487793
271800;64.0;64.0;6297.82861328;291.141082764;293.112762451
272400;64.0;64.0;6300.48828125;291.140808105;293.113006592
273000;64.0;64.0;6302.79785156;291.140533447;293.11328125
273600;64.0;64.0;6303.55517578;291.140289307;293.113525391
274200;64.0;64.0;6302.79003906;291.140045166;293.113769531
274800;64.0;64.0;6302.16699219;291.139831543;293.114013672
275400;64.0;64.0;6301.82519531;291.139587402;293.114227295
276000;64.0;64.0;6301.43701172;291.139373779;293.114440918
276600;64.0;64.0;6300.41943359;291.139160156;293.114654541
277200;64.0;64.0;6298.51660156;291.138977051;293.114868164
277800;64.0;64.0;6295.65869141;291.138763428;293.115081787
278400;64.0;64.0;6291.83056641;291.13861084;293.11529541
279000;64.0;64.0;6287.1484375;291.138427734;293.115509033
279600;64.0;64.0;6281.74072266;291.138275146;293.115692139
280200;64.0;64.0;6275.72900391;291.138122559;293.115905762
280800;64.0;64.0;6269.21386719;291.137969971;293.116088867
281400;64.0;64.0;6262.69580078;291.1378479;293.116271973
282000;64.0;64.0;6256.63867188;291.13772583;293.116424561
282600;64.0;64.0;6251.37597656;291.13760376;293.116577148
283200;64.0;64.0;6250.20605469;291.137451172;293.116729736
283800;64.0;64.0;6251.71875;291.137329102;293.116882324
284400;64.0;64.0;3127.46557617;291.137176514;293.117004395
285000;64.0;64.0;0.0;290.927947998;292.474700928
285600;64.0;64.0;0.0;290.777862549;292.050354004
286200;64.0;64.0;0.0;290.668182373;291.73336792
286800;64.0;64.0;0.0;290.585601807;291.494903564
287400;64.0;64.0;0.0;290.521942139;291.31628418
288000;64.0;64.0;0.0;290.471466064;291.178771973
288600;64.0;64.0;0.0;290.431121826;291.070068359
289200;64.0;64.0;0.0;290.399749756;290.98348999
289800;64.0;64.0;0.0;290.376739502;290.91494751
290400;64.0;64.0;0.0;290.361846924;290.862030029
291000;64.0;64.0;0.0;290.355651855;290.82409668
291600;64.0;64.0;0.0;290.353637695;290.795227051
292200;64.0;64.0;0.0;290.348480225;290.765533447
292800;64.0;64.0;0.0;290.342285156;290.736541748
293400;64.0;64.0;0.0;290.335205078;290.708374023
294000;64.0;64.0;0.0;290.326843262;290.680450439
294600;64.0;64.0;0.0;290.315795898;290.650909424
295200;64.0;64.0;0.0;290.303771973;290.621368408
295800;64.0;64.0;0.0;290.291381836;290.592529297
296400;64.0;64.0;0.0;290.279022217;290.564758301
297000;64.0;64.0;0.0;290.266937256;290.538208008
297600;64.0;64.0;0.0;290.255310059;290.512878418
298200;64.0;64.0;0.0;290.24407959;290.488708496
298800;64.0;64.0;0.0;290.233184814;290.465454102
299400;64.0;64.0;0.0;290.222412109;290.442779541
300000;64.0;64.0;0.0;290.211517334;290.420379639
300600;64.0;64.0;0.0;290.200256348;290.397918701
301200;64.0;64.0;0.0;290.188598633;290.375244141
301800;64.0;64.0;0.0;290.176513672;290.352264404
302400;64.0;64.0;0.0;290.164154053;290.329040527
303000;64.0;64.0;0.0;290.151702881;290.305664062
303600;64.0;64.0;0.0;290.139190674;290.282226562
304200;64.0;64.0;0.0;290.126708984;290.258728027
304800;64.0;64.0;0.0;290.114227295;290.235168457
305400;64.0;64.0;0.0;290.101776123;290.211486816
306000;64.0;64.0;0.0;290.089263916;290.187713623
306600;64.0;64.0;0.0;290.076538086;290.163574219
307200;64.0;64.0;0.0;290.063446045;290.138916016
307800;64.0;64.0;0.0;290.04977417;290.113525391
308400;64.0;64.0;0.0;290.035461426;290.087219238
309000;64.0;64.0;0.0;290.020446777;290.059875488
309600;64.0;64.0;0.0;290.004669189;290.031524658
310200;64.0;64.0;0.0;289.988250732;290.002166748
310800;64.0;64.0;0.0;289.971160889;289.971832275
311400;64.0;64.0;0.0;289.953338623;289.94039917
312000;64.0;64.0;0.0;289.9347229;289.907867432
312600;64.0;64.0;0.0;289.915161133;289.873931885
313200;64.0;64.0;0.0;289.894592285;289.838592529
313800;64.0;64.0;0.0;289.873138428;289.801940918
314400;64.0;64.0;0.0;289.851043701;289.764221191
315000;64.0;64.0;0.0;289.828613281;289.725830078
315600;64.0;64.0;0.0;289.806213379;289.687255859
316200;64.0;64.0;0.0;289.784118652;289.648895264
316800;64.0;64.0;0.0;289.762481689;289.610961914
317400;64.0;64.0;0.0;289.74130249;289.573547363
318000;64.0;64.0;0.0;289.720489502;289.536560059
318600;64.0;64.0;0.0;289.699951172;289.500030518
319200;64.0;64.0;0.0;289.679595947;289.463806152
319800;64.0;64.0;0.0;289.659393311;289.427856445
320400;64.0;64.0;9673.63964844;289.639251709;289.392150879
321000;64.0;64.0;19347.2792969;291.004943848;290.745758057
321600;64.0;64.0;13793.9619141;291.814300537;291.117889404
322200;64.0;64.0;13597.8466797;292.272216797;291.11932373
322800;64.0;64.0;13465.5634766;292.548309326;291.120300293
323400;64.0;64.0;13367.46875;292.733886719;291.121002197
324000;64.0;64.0;13293.5175781;292.873443604;291.121551514
324600;64.0;64.0;13237.6074219;292.98828125;291.12197876
325200;64.0;64.0;13195.4609375;293.088531494;291.122283936
325800;64.0;64.0;13163.7421875;293.179504395;291.122497559
326400;64.0;64.0;13139.8867188;293.264007568;291.122680664
327000;64.0;64.0;13121.8779297;293.34375;291.122802734
327600;64.0;64.0;13108.0957031;293.41986084;291.122924805
328200;64.0;64.0;13097.0927734;293.493103027;291.12298584
328800;64.0;64.0;13087.8886719;293.564117432;291.123046875
329400;64.0;64.0;13080.1113281;293.633331299;291.12310791
330000;64.0;64.0;13073.6845703;293.70111084;291.123168945
330600;64.0;64.0;13068.8261719;293.767547607;291.123199463
331200;64.0;64.0;13065.9511719;293.832763672;291.12322998
331800;64.0;64.0;13064.8642578;293.896728516;291.12322998
332400;64.0;64.0;13064.7285156;293.959503174;291.12322998
333000;64.0;64.0;13065.3066406;294.021240234;291.12322998
333600;64.0;64.0;12962.8652344;294.081787109;291.12322998
334200;64.0;64.0;12493.9677734;294.085235596;291.123199463
334800;64.0;64.0;12277.1171875;294.086853027;291.123199463
335400;64.0;64.0;12077.2167969;294.088317871;291.123168945
336000;64.0;64.0;11891.6230469;294.08972168;291.123138428
336600;64.0;64.0;11718.6591797;294.091003418;291.12310791
337200;64.0;64.0;11556.8554688;294.092224121;291.123077393
337800;64.0;64.0;11404.8330078;294.093383789;291.123046875
338400;64.0;64.0;10598.5507812;294.094482422;291.123016357
339000;64.0;64.0;9935.66113281;293.046478271;291.992675781
339600;64.0;64.0;9935.66113281;292.465423584;292.522003174
340200;64.0;64.0;9935.66113281;292.090820312;292.862762451
340800;64.0;64.0;8804.63574219;291.813995361;293.085479736
341400;64.0;64.0;8376.85253906;291.602539062;293.088623047
342000;64.0;64.0;8101.90722656;291.440338135;293.090637207
342600;64.0;64.0;7875.83056641;291.31362915;293.092285156
343200;64.0;64.0;7686.87548828;291.21182251;293.093658447
343800;64.0;64.0;8026.05078125;291.146331787;293.094848633
344400;64.0;64.0;8006.25048828;291.145446777;293.09588623
345000;64.0;64.0;7983.04541016;291.144714355;293.09677124
345600;64.0;64.0;7961.41796875;291.144073486;293.097595215
